,predict,grouth_True,class_id
3030,TỔNG TIẾN PHẢI T. TOÁN,TỔNG TIỀN PHẢI T.TOÁN,TIMESTAMP
3031,43.800,43.800 43.800,TIMESTAMP
3032,Vincommerce,VinCommerce,SELLER
3033,VIN% ONH Tổ 8 Khu 3B Cẩm Trung Người,VM+QNH Tổ 8 Khu 3B Cẩm Trung,ADDRESS
3034,"Tổ 8, Khu 38, P. Cảm Trưng","Tổ 8, Khu 3B, P. Cẩm Trung",ADDRESS
3035,"TP. Cảm Phà, T. Quảng Hình","TP.Cẩm Phả, T.Quảng Ninh",ADDRESS
3036,Ngày bán:13/08/2020 20:47,Ngày bán: 13/08/2020 20:47,TIMESTAMP
3037,TỔNG TIỀN PHẢI T.TOÁN,HỒNG TIẾN PHẢI T.TOÁN,TOTAL_COST
3038,50.100,50.100,TOTAL_COST
3039,BUCK VÌ MỚI ANH VĨNH,VGH Vinmart 1982 QNH,SELLER
3040,VỊA GIÌ MÌ LY,ĐỊA CHỈ ĐẠI LÝ:,ADDRESS
3041,Nat,Ngày,TIMESTAMP
3042,1205/720,12/05/2020,TIMESTAMP
3043,16:23:04,08:23:04,TIMESTAMP
3044,TỔNG CŨNG: A,TỔNG CỘNG:,TOTAL_COST
3045,"UND402,766",UHD402.766,TOTAL_COST
3046,TÊN ĐAI LÝ:,TÊN ĐẠI LÝ:,SELLER
3047,QUINTARTS,VINMART,SELLER
3048,ĐỊA CHỈ,ĐỊA CHỈ:,ADDRESS
3049,"SỎ 1660-1062 THẦN MỦ,P.C","Số 1060-1062 TRẦN PHÚ, P.C",ADDRESS
3050,NGÀY:,NGÀY:,TIMESTAMP
3051,13/6/020 15:57:03,13/06/2020 15:57:03,TIMESTAMP
3052,TỔNG:,TỔNG:,TOTAL_COST
3053,498.467 Đ,498.467 Đ,TOTAL_COST
3054,PHÔ MỎ,PHỐ MỎ,SELLER
3055,Tổ 7 khu Tân Lập 4 - P.Cẩm Thủy,Tổ 7 khu Tân Lập 4 - P.Cẩm Thủy,ADDRESS
3056,- Tp. Cẩm Phả - Quảng Ninh Trị,Tp.Cẩm Phả - Quảng Ninh,ADDRESS
3057,13/08/2020 - 22: 50,13/08/2020 - 22:50,TIMESTAMP
3058,Tổng cộng:,Tổng cộng:,TOTAL_COST
3059,"40,000","40,000",TOTAL_COST
3060,TỔNG TIẾN PHẢI T. TOÁN,HỒNG TIẾN PHẢI T.TOÁN,TOTAL_COST
3061,166.404,166.404,TOTAL_COST
3062,Ngày bản:09/08/2020 19:09,Ngày bán: 09/08/2020 19:09,TIMESTAMP
3063,VMc 0NH 112 Thanh Niên,VMH+QNH 112 Thanh Niên,ADDRESS
3064,"Số 112 Thanh Niên, P. Cầm Thành",Số 112 Thanh Niên. P. Cẩm Thành,ADDRESS
3065,"TP. Cầm Phà, Quảng Ninh","Tp. Cẩm Phả, Quảng Ninh",ADDRESS
3066,Vincommerce,VinCommerce,SELLER
3067,XÃ TÊN ĐẠI LÝ:,TÊN ĐẠI LÝ :,SELLER
3068,WINH VIMORI AWI UNDNH,VGH VINMART 1987 VMQNH,SELLER
3069,CÓ ĐỊA CHỈ ĐÀI LÝ 5,ĐỊA CHỈ ĐẠI LÝ,ADDRESS
3070,TỪ 9 RẦU 25 P CÒN TRUNG,"TỔ 8 KHU 3B P.CẨM TRUNG, CẨM PHẢ, QUẢNG NINH",ADDRESS
3071,NGAY,NGÀY:,TIMESTAMP
3072,16.05/2020,16/08/2020,TIMESTAMP
3073,G10:,Giá:,TIMESTAMP
3074,16:26:28,16 : 26 : 28,TIMESTAMP
3075,Và Tổng Cũng:,TỔNG CỘNG:,TOTAL_COST
3076,"UND359,732","VNd359,732",TOTAL_COST
3077,NHÀ SÁCH GD-TC CẨM PHẢ,NHÀ SÁCH GD-TC CẨM PHẢ,SELLER
3078,Đc: 212 Đường Trần Phú-Cẩm Phả,ĐC: 212 Đường Trần Phú - Cẩm Phả,ADDRESS
3079,Thời gian:14:14:53 - 14/08/2020,Thời gian: 14:14:53 - 14/08/2020,TIMESTAMP
3080,Tổng số thanh toán,Tổng số thanh toán,TOTAL_COST
3081,84.500d,84.500 đ,TOTAL_COST
3082,Tim oa,Giảm,SELLER
3083,Thanh,Thanh,SELLER
3084,Xuân,Xuân,SELLER
3085,"244/23a Huỳnh Văn Bánh, P.11, Q.PN","244/23a Huỳnh Văn Bánh, P.11, Q.PN",ADDRESS
3086,Ngày/ giờ vào:,Ngày giờ vào:,TIMESTAMP
3087,130.09.2020 20.45,30.09.2020 20:45,TIMESTAMP
3088,Tiên Thanh Toán:,Tiên Thanh Toán,TOTAL_COST
3089,70 200,70 200,TOTAL_COST
3090,TRUNG TAM THƯƠNG MAI AEON - HÀ ĐÔNG,TRUNG TÂM THƯƠNG MAI AEON - HÀ ĐÔNG,SELLER
3091,18:33 12/08/2020,18:33 12/08/2020,TIMESTAMP
3092,SỐ LƯỢNG MẶT HÀNG: 6,SỐ LƯỢNG MẶT HÀNG: 6,TOTAL_COST
3093,85.000,85.000,TOTAL_COST
3094,Vincommerce,VinCommerce,SELLER
3095,VM% HNI TDP 2 Mệ Trí Thương,VM+ HNI TDP 2 Mễ Trí Thương,ADDRESS
3096,"TDP 2 Mễ Trí Thương, P. Mẻ Trí","TDP 2 Mễ Tri thương, P.Mễ Trí",ADDRESS
3097,"Q. Nam Từ Liêm, Hà Nội","Q. Nam Từ Liêm, Hà Nội",ADDRESS
3098,Ngày bán:27/08/2020 21:21,Ngày bán: 27/08/2020 21:21,TIMESTAMP
3099,TỔNG TIẾN PHẢI T.TOÁN,HỒNG TIỀN PHẢI T.TOÁN,TOTAL_COST
3100,13.000,13.000,TOTAL_COST
3101,SCTC CÔ THÓ 104 TRẦN PHÚ - CẨM,SCTC CÔ THỎ 104 TRẦN PHÚ - CẨM,SELLER
3102,PHẢ,PHẢ,SELLER
3103,104 Trăn Phú - phường Cấm Tây - Thành phố Cấm,"Hoá Trần Phú, phường Cảnh Tây - Thành phố Cẩm",ADDRESS
3104,Pháp Quảng Ninh,Phả - Quảng Ninh,ADDRESS
3105,Ngày: 08/08/2020 (09.00 CH.00000 CH),Ngày: 08/08/2020 (09:00 CH - 09:00 CH),TIMESTAMP
3106,Tổng thanh toán,Tổng thanh toán,TOTAL_COST
3107,90.000,90.000đ,TOTAL_COST
3108,CỬA HÀNG NĂM OÁNH,CỬA HÀNG NĂM OÁNH,SELLER
3109,"Thôn Phú Thuy, Xã Phú Thị, Huyện Gia Lâm, TP Hà Nội","Thôn Phú Thụy, Xã Phú Thị, Huyện Gia Lâm, TP Hà Nội",ADDRESS
3110,Ngày: 12-08-2020,Ngày : 12-08-2020,TIMESTAMP
3111,Cộng tiền hàng,Cộng tiền hàng tiền hàng,TOTAL_COST
3112,"99,000","99,000",TOTAL_COST
3113,Vincommerce,VinCommerce,SELLER
3114,VM% QNH Dư án KDC lấn biển coc ô,VM+QNH Dự án KDC lấn biển cọc 6,ADDRESS
3115,"DA khu DCLB cọc 8, p. cầm sơn","DA khu DCLB coc 8, P.Cẩm Sơn",ADDRESS
3116,"TP. Câm Phà, T. Quảng Ninh","TP.Cẩm Phả, T.Quảng Ninh",ADDRESS
3117,Ngày bán:14/08/2020 16:05,Ngày bán: 14/08/2020 16:05,TIMESTAMP
3118,TỔNG TIẾN PHẢI T. TOÁN,TỔNG TIỀN PHẢI T.TOÁN,TOTAL_COST
3119,33.800,33.800,TOTAL_COST
3120,Saigon Co.op,Saigon Co.op,SELLER
3121,CO OP FOOD HN THE K-PARK,Co.op Food HN THE K-PARK,SELLER
3122,"Tang 1, SH42 - Toa K3, Cong trinh chung cu","Tang 1, SH42 - Toa K3, Cong trinh chung cu",ADDRESS
3123,ket hop dich vu tren ? dat H-cT2 thuoc,Net hop dich vu tren o dat H-CT2 thuoc,ADDRESS
3124,Du an Dau tu xay dung khu nha o Hi Brand,Du an Dau tu xay dung Khu nha o Hi Brand,ADDRESS
3125,"tai Khu do thi noi van phu,",tai khu do thi moi Van Phu,ADDRESS
3126,"P. Phu La, Q. Ha Dong, Tp Ha Noi","P. Phu La, Q. Ha Đong, Tp Ha Noi",ADDRESS
3127,Ngay: 20/09/2019,Ngày: 20/09/2019,TIMESTAMP
3128,14:40:48,14:40:48,TIMESTAMP
3129,Tong so tien thanh toan:,Tong so tien thanh toan:,TOTAL_COST
3130,"36,600.00",36.600.00,TOTAL_COST
3131,phuc long,PHÚC LONG,SELLER
3132,PHỤC LONG,PHÚC LONG,SELLER
3133,"42 TRAN CAO VAN, P.6 Q. 3, Tp. HCM","42 TRAN CAO VAN, P.6 Q. 3, Tp. HCM",ADDRESS
3134,TOTALE,TOTAL,TOTAL_COST
3135,"55, 000","55, 000",TOTAL_COST
3136,MINIMART ANAN,MINIMART ANAN,SELLER
3137,Chợ Sủi Phú Thị Gia Lâm,Chợ Sủi Phú Thị Gia Lâm,ADDRESS
3138,"83,000","83,000",TOTAL_COST
3139,Tổng tiền,Tổng tiền,TOTAL_COST
3140,Ngày: 17/08/2020-15:30,Ngày : 17/08/2020 15:30,TIMESTAMP
3141,MINIMART ANAN,MINIMART ANAN,SELLER
3142,Chợ Sủi Phú Thị Gia Lâm Đó,Chợ Sủi Phú Thị Gia Lâm,ADDRESS
3143,Ngày: 09/08/2020-21:20,Ngày: 09/08/2020 - 21:20,TIMESTAMP
3144,Tổng tiền:,Tổng tiền,TOTAL_COST
3145,"49,002","49,002",TOTAL_COST
3146,Vncommerce,VinCommerce,SELLER
3147,Ngày bán:15/08/2020 11:16 Năm,Ngày bán: 15/08/2020 11:16,ADDRESS
3148,TỔNG TIỀN PHẢI T. TOÁN,HỒNG TIẾN PHẢI T.TOÁN,TIMESTAMP
3149,267.728,267.728,TIMESTAMP
3150,Vincommerce,VinCommerce,SELLER
3151,"P. Dịch Vọng, Q. Cầu Giầy, Hà Nội","P.Dịch Vọng, Q.Cầu Giấy , Hà Nội",ADDRESS
3152,VM Thăng Long,VM Thàng Long,SELLER
3153,209.996,209.996,TOTAL_COST
3154,Vincommerce,VinCommerce,SELLER
3155,VM% QNH Tổ 8 Khu 3B Cảm Trung,VM+QNH Tổ 8 Khu 3B Cẩm Trung,ADDRESS
3156,"Tổ 8, Khu 3B, P. Cầm Trung","Tổ 8, Khu 38, P. Cẩm Trung",ADDRESS
3157,"TP. Câm Phà, T. Quảng Ninh","TP.Cẩm Phả, T.Quảng Ninh",ADDRESS
3158,Ngày bán: 12/08/2020 21:20,Ngày bán: 12/08/2020 21:20,TIMESTAMP
3159,TỔNG TIỀN PHẢI T. TOÁN,TỔNG TIỀN PHẢI T.TOÁN,TOTAL_COST
3160,5.000,5.000,TOTAL_COST
3161,MINIMART ANAN,MINIMART ANAN,SELLER
3162,Chợ Sủi Phú Thị Gia Lâm Trị,Chợ Sủi Phú Thị Gia Lâm,ADDRESS
3163,Ngày: 12/08/2020-12:56,Ngày: 12/08/2020-12:56,TIMESTAMP
3164,Tổng tiền:,Tổng tiền,TOTAL_COST
3165,"77,000","77,000",TOTAL_COST
3166,MINIMART ANAN,MINIMART ANAN,SELLER
3167,Chợ Sủi Phú Thị Gia Lâm,Chợ Sủi Phú Thị Gia Lâm,ADDRESS
3168,Ngày: 11/08/2020-12:13,Ngày: 11/08/2020 - 12:13,TIMESTAMP
3169,Tổng cộng:,Tổng cộng,TOTAL_COST
3170,"160,000","160,000",TOTAL_COST
3171,PHÓ MÒA,PHỐ MO,SELLER
3172,Tổ 7 khu Tân Lập 4 - P.Cẩm Thủy,Tổ 7 khu Tân Lập 4 - P.Cẩm Thủy,ADDRESS
3173,Tp. Cẩm Phả - Quảng Ninh,Tp. Cẩm Phả - Quảng Ninh,ADDRESS
3174,13/08/2020 - 20:29,13/08/2020 - 20:29,TIMESTAMP
3175,Tổng cộng:,Tổng cộng:,TOTAL_COST
3176,"30,000","30,000",TOTAL_COST
3177,MINIMART ANANIA,MINIMART ANAN,SELLER
3178,Chợ Sủi Phú Thị Gia Lâm,Chợ Sủi Phú Thị Gia Lâm,ADDRESS
3179,Ngày: 09/08/2020-16:00,Ngày: 09/08/2020 - 16:00,TIMESTAMP
3180,Tổng cộng:,Tổng cộng:,TOTAL_COST
3181,"140,000","140,000",TOTAL_COST
3182,MINIMART ANAN,MINIMART ANAN,SELLER
3183,Và Chợ Sủi Phú Thị Gia Lâm,Chợ Sủi Phú Thị Gia Lâm,ADDRESS
3184,Ngày: 17/08/2020-15:37,Ngày: 17/08/2020 - 15:37,TIMESTAMP
3185,"98,000","98,000",TOTAL_COST
3186,Tổng cộng,Tổng cộng cộng,TOTAL_COST
3187,Vincommerce,VinCommerce,SELLER
3188,"VIM- ONH TÔ 7, Khu Minh Tiến A",VM+QNH Tổ 7 Khu Minh Tiến Â,ADDRESS
3189,"767, Khu Minh Tiến A","Tổ 7, Khu Minh Tiến A",ADDRESS
3190,"P. Cầm Tinh Tp. Cầm Phú, ONH",P Cẩm Bình TP Cẩm Phả QNH,ADDRESS
3191,Ngày bán: 13/08/2020 07:28 thu,Ngày bán: 13/08/2020 07:28,TIMESTAMP
3192,TỜNG TIỀN PHẢI T.TOÁN,TỔNG TIỀN PHẢI T.TOÁN,TOTAL_COST
3193,16.000,16.000,TOTAL_COST
3194,MINIMART ANAN,MINIMART ANAN,SELLER
3195,Chợ Sủi Phú Thị Gia Lâm,Chợ Sủi Phú Thị Gia Lâm,ADDRESS
3196,Ngày: 12/08/2020-13:17,Ngày: 12/08/2020 - 13:17,TIMESTAMP
3197,Tổng cộng:....,Tổng cộng,TOTAL_COST
3198,"142,500","142,500",TOTAL_COST
3199,MINIMART ANAN,MINIMART ANAN,SELLER
3200,Chợ Sủi Phú Thị Gia Lâm,Chợ Sủi Phú Thị Gia Lâm,ADDRESS
3201,12 Ngày: 12/08/2020-12:03,Ngày: 12/08/2020-12:03,TIMESTAMP
3202,Tổng tiền:,Tổng tiền,TOTAL_COST
3203,"47,000","47,000",TOTAL_COST
3204,MINIMARTANAN,MINIMART ANAN,SELLER
3205,Chợ Sủi Phú Thị Gia Lâm,Chợ Sủi Phú Thị Gia Lâm,ADDRESS
3206,Ngày: 11/08/2020-16:42,Ngày: 11/08/2020 - 16:42,TIMESTAMP
3207,Tổng tiền:,Tổng tiền:,TOTAL_COST
3208,"249,000","249,000",TOTAL_COST
3209,MINIMART ANAN,MINIMART ANAN,SELLER
3210,Chợ Sủi Phú Thị Gia Lâm,Chợ Sủi Phú Thị Gia Lâm,ADDRESS
3211,Ngày: 16/08/2020-17:19,Ngày: 16/08/2020 17:19,TIMESTAMP
3212,Tổng cộng,Tổng cộng,TOTAL_COST
3213,"143,000",143.000,TOTAL_COST
3214,"Hó 132 Thanh Na, P. Cầm Thành","Số 112 Thanh Niên, P. Cẩm Thịnh",ADDRESS
3215,"11, Cầm Phú, Quảng Ninh","TP. Cẩm Phả, Quảng Ninh",ADDRESS
3216,Ngày Dân: 13/08/20 Đơn Bản,Ngày bán: 13/08/2020,TIMESTAMP
3217,TỔNG TIẾN PHẢI T. TOÁN,HỒNG TIẾN PHẢI T.TOÁN,TOTAL_COST
3218,45.400,45.400,TOTAL_COST
3219,MINIMART ANAN,MINIMART ANAN,SELLER
3220,Chợ Sủi Phú Thị Gia Lâm,Chợ Sủi Phú Thị Gia Lâm,ADDRESS
3221,Ngày: 17/08/2020-16:28,Ngày: 17/08/2020 - 16:28,TOTAL_COST
3222,Tổng tiền,Tổng tiền,TIMESTAMP
3223,"236,990","236,990",TIMESTAMP
3224,Vincommerce,VinCommerce,SELLER
3225,VIM4 ONH DƯ ÁN KDC lần biên cọc 8,VM+ QNH Dự án KDC lấn biển cọc 6,ADDRESS
3226,"DA khu DCLB cọc 8, p. cảm sơn","DA khu DCLB cọc 6, P.Cẩm Sơn",ADDRESS
3227,"TP. Cảm Phả, T. Quảng Ninh","TP.Cẩm Phả, T.Quảng Ninh",ADDRESS
3228,Ngày bán:12/08/2020 14:08,Ngày bán: 12/08/2020 14:08,TIMESTAMP
3229,TỔNG TIỀN PHẢI T. TOÁN,TỔNG TIỀN PHẢI T.TOÁN,TOTAL_COST
3230,7.200,7.200,TOTAL_COST
3231,MINIMART ANAN,MINIMART ANAN,SELLER
3232,Chợ Sủi Phú Thị Gia Lâm,Chợ Sủi Phú Thị Gia Lâm,ADDRESS
3233,10 Ngày: 10/08/2020-18:57,Ngày: 10/08/2020-18:57,TIMESTAMP
3234,Tổng cộng:,Tổng cộng:,TOTAL_COST
3235,"155,000","155,000",TOTAL_COST
3236,NHÀ SÁCH GD-TC CẨM PHẢ,NHÀ SÁCH GD-TC CẨM PHẢ,SELLER
3237,Đc: 212 Đường Trần Phú-Cẩm Phả,ĐC: 212 Đường Trần Phú-Cẩm Phả,ADDRESS
3238,Thời gian:20:13:34 - 14/08/2020,Thời gian: 20:13:34 - 14/08/2020,TIMESTAMP
3239,Tổng số thanh toán:,Tổng số thanh toán:,TOTAL_COST
3240,71.000d,71.000đ,TOTAL_COST
3241,Vincommerce,VinCommerce,SELLER
3242,VM% QNH 1060-1062 Trần Phú,VM+QNH 1060-1062 Trần Phú,ADDRESS
3243,Số 1060-1062 Đường Trần Phú,Số 10604082 Đường Trần Phú,ADDRESS
3244,"TP. Câm Phà, Quảng Ninh","TP.Cẩm Phả, Quảng Ninh",ADDRESS
3245,Ngày bán: 15/08/2020 07:47,Ngày bán: 15/08/2020 07:47,TIMESTAMP
3246,TỔNG TIẾN PHẢI T. TOÁN 208,TỔNG TIỀN PHẢI T.TOÁN,TOTAL_COST
3247,Vincommerce,VinCommerce,SELLER
3248,"VIệt QNH Tế 7, Khu Hình Tiến A","VM+ QNH Tổ 7, Khi Minh Tiến A",ADDRESS
3249,1760 Hình Tinh,Tổ 7. Khu Minh Tiến A,ADDRESS
3250,"2. Cim Tình, P. Cần Phê, QH","P . Cẩm Bình, TP . Cảm Phả, QNH",ADDRESS
3251,Ngày:12/08/2020,Ngày: 12/08/2020,TIMESTAMP
3252,Thời gian:20:56,Thời gian: 20:56,TIMESTAMP
3253,PHÓ MÔI,PHÓ MỎ,SELLER
3254,Tp. Cầm Phả - Quảng Ninh,Tp. Cẩm Phả - Quảng Ninh,ADDRESS
3255,Tổ 7 khu Tân Lập 4 - P.Cẩm Thủy,Tổ 7 khu Tân Lập 4 - P Cẩm Thủy,ADDRESS
3256,111/08/2020-20:49,11/08/2020 - 20:49,TIMESTAMP
3257,- Tông cộng:,Tổng cộng:,TOTAL_COST
3258,"80,000","80,000",TOTAL_COST
3259,TÊN MÌ LỲ TẾ,TÊN ĐẠI LÝ:,SELLER
3260,515-VINMARTS,5156 VINMART,SELLER
3261,ĐỊA CHỈ ĐẠI LÝ:,ĐỊA CHỈ ĐẠI LÝ :,ADDRESS
3262,5156-to 2 ninh tien a,5156 TỔ 7 Minh TIẾN A,ADDRESS
3263,Cam Binh Can Pha On,CAM BINH CAM PHA QN,ADDRESS
3264,NGÀY:,NGÀY,TIMESTAMP
3265,13/08/2820,13/88/2020,TIMESTAMP
3266,GIÓ:,GIỜ:,TIMESTAMP
3267,10:52:29,10:52:29,TIMESTAMP
3268,TỔNG CÔNG:,TỔNG CỘNG:,TOTAL_COST
3269,"UNDS60,215","UHD 560,215",TOTAL_COST
3270,NHÀ SÁCH GD-TC CẨM PHẢ THÁI,NHÀ SÁCH GD-TC CẨM PHẢ,SELLER
3271,Đc: 212 Đường Trần Phú-Cẩm Phả,Đc: 212 Đường Trần Phú - Cẩm Phả,ADDRESS
3272,Thời gian:10:09:44 - 13/08/2020,Thời gian: 10:09:44 - 13/08/2020,ADDRESS
3273,Tổng số thanh toán:,Tổng số thanh toán:,TOTAL_COST
3274,105.000d,405.000đ,TOTAL_COST
3275,MINIMART ANAN,MINIMART ANAN,SELLER
3276,Chợ Sủi Phú Thị Gia Lâm,Chợ Sủi Phú Thị Gia Lâm,ADDRESS
3277,Ngày: 12/08/2020-13:10,Ngày: 12/08/2020 - 13:10,TIMESTAMP
3278,Tổng cộng:,Tổng cộng cộng,TOTAL_COST
3279,"210,000","210,000",TOTAL_COST
3280,In minimart anance,MINIMART ANAN,SELLER
3281,Chợ Sủi Phú Thị Gia Lâm,Chợ Sủi Phú Thị Gia Lâm,ADDRESS
3282,Ngày: 16/08/2020-17:11,Ngày : 16/08/2020 - 17:11,TIMESTAMP
3283,Tổng tiền,Tổng tiền,TOTAL_COST
3284,"237,008","237,008",TOTAL_COST
3285,um FamilyMart,FamilyMart,SELLER
3286,"Block Dã Khu B KTX DHOA, P Đông Hòa","Block D3--Khu B KTX ĐHQG, P.Đông Hòa,TX,Dĩ An,Bình Dương",ADDRESS
3287,Tổng cộng,Tổng cộng,TOTAL_COST
3288,nôm công,TỔNG CỘNG:,TOTAL_COST
3289,1071m tinh,"VM+ QNH Tổ 7, khu Minh Tiến A",ADDRESS
3290,Này,NGÀY:,TIMESTAMP
3291,cvì:,m,TIMESTAMP
3292,TỔNG CÔNG:,TỔNG CỘNG:P,TOTAL_COST
3293,"UND36, 100",VND 36.100,TOTAL_COST
3294,Vincommerce,VinCommerce,SELLER
3295,VM% QNH Số 463 Tô 66 Khu Diêm Thủy Thủy,VM+QNH Số 463 Tổ 68 Khu Diêm Thủy,ADDRESS
3296,"Số 463, Tổ 66, Khu Diêm Thủy Nam","Số 463, Tổ 86, Khu Dâm Thuỷ",ADDRESS
3297,"TP. Cầm Đông, TP. Cảm Phà Nội","P.Cẩm Đông, TP. Cẩm Phả",ADDRESS
3298,Ngày bán: 15/08/2020 08:59,Ngày bán: 15/08/2020 08:59,TIMESTAMP
3299,TỔNG TIỀN PHẢI T. TOÁN,TỔNG TIỀN PHẢI T.TOÁN,TOTAL_COST
3300,105.378,105.378,TOTAL_COST
3301,NGÀY HỮ THÔNG 109/06/2020 22/28,NGÀY HỆ THỐNG: 09/08/2020 22:26,TIMESTAMP
3302,Tổng thanh toán,Hồng thanh toán,TOTAL_COST
3303,14.696.894,14.690.890.894,TOTAL_COST
3304,CỬA HÀNG NĂM OÁNH,CỬA HÀNG NĂM OÁNH,SELLER
3305,"Thôn Phú Thuy, Xã Phú Thị, Huyện Gia Lâm, TP Hà Nội","Thôn Phú Thuỵ, Xã Phú Thị, Huyện Gia Lâm, TP Hà Nội",ADDRESS
3306,Ngày: 11-08-2020,Ngày: 11-08-2020,TIMESTAMP
3307,Cộng tiến hàng,Cộng tiền hàng,TOTAL_COST
3308,"243,000","243,000 243,000",TOTAL_COST
3309,MINIMART ANAN,MINIMART ANAN,SELLER
3310,Chợ Sủi Phú Thị Gia Lâm,Chợ Sủi Phú Thị Gia Lâm,ADDRESS
3311,Ngày: 13/08/2020-08:57,Ngày: 13/08/2020 - 08:57,TIMESTAMP
3312,Tổng cộng,Tổng cộng:,TOTAL_COST
3313,"103,000","103,000",TOTAL_COST
3314,PHÔ MỎI,PHÓ MỎ,SELLER
3315,Tổ 7 khu Tân Lập 4 - P.Cẩm Thủy Thuận,Tổ 7 khu Tân Lập 4 - P.Cẩm Thủy,ADDRESS
3316,Tp. Cẩm Phả - Quảng Ninh,Tp Cẩm Phả - Quảng Ninh,ADDRESS
3317,13/08/2020-17:10,H3/08/2020 - 17:10,TIMESTAMP
3318,Tổng cộng:,Tổng cộng:,TOTAL_COST
3319,"50,000","50,000",TOTAL_COST
3320,CỬA HÀNG NĂM OÁNH,CỬA HÀNG NĂM OÁNH,SELLER
3321,"Thón Phú Thuy, Xà Phú Thị, Huyện Gia Lâm, TP Hà Nội","Thôn Phú Thụy, Xã Phú Thị, Huyện Gia Lâm, TP Hà Nội",ADDRESS
3322,Ngày: 11-08-2020,Ngày: 11-08-2020,TIMESTAMP
3323,Cộng tiến hàng,Cộng tiền hàng,TOTAL_COST
3324,"116,000",116.000,TOTAL_COST
3325,THE COFFEE HOUSE,THE COFFEE HOUSE,SELLER
3326,"403 Phan Truy Con, Về, HQUS","403 Phan Huy Ích, P.14, Q.Gò Vấp",ADDRESS
3327,Thời gian 02.10.202014 18,Thời gian:02.10.2020 14.18,TIMESTAMP
3328,Thanh Toán:,Thanh Toán:,TOTAL_COST
3329,72000,72000,TOTAL_COST
3330,MINIMART ANAN,MINIMART ANAN,SELLER
3331,Chợ Sủi Phú Thị Gia Làm,Chợ Sủi Phú Thị Gia Lâm,ADDRESS
3332,Ngày: 10/08/2020-18:06,Ngày: 10/08/2020 - 18:08,TIMESTAMP
3333,Tổng tiền:,Tổng tiền,TOTAL_COST
3334,"120,000","120,000",TOTAL_COST
3335,Trên Mỹ Uy,TÊN ĐẠI LÝ :,SELLER
3336,0380100000001,"TỔ 8, KHU 18, P. Cẩm TRUNG, T",ADDRESS
3337,10/60 17:20:03,13:06:2020 17:28:03,TIMESTAMP
3338,TAI QUÁY,TẠI QUẦY,TOTAL_COST
3339,02,02 02,TOTAL_COST
3340,"600,000 Đ",600.000 Đ,TOTAL_COST
3341,A MINIMART ANANT,MINIMART ANAN,SELLER
3342,Và Chợ Sủi Phu Thị Gia Lâm Đó,Chợ sủi Phú Thị Gia Lâm,ADDRESS
3343,Tổng tiền:,Tổng tiền,TOTAL_COST
3344,Ngày: 09/08/2020-07:53,Ngày: 09/08/2020-07-53,TIMESTAMP
3345,"345,000","345,000",TOTAL_COST
3346,PHÔ MỎ,PHỐ MỎ,SELLER
3347,Tổ 7 khu Tân Lập 4 - P.Cẩm Thủy Thủy Nhất,Tổ 7 khu Tân Lập 4 - P. Cẩm Thuỷ,ADDRESS
3348,Tp. Cẩm Phả - Quảng Ninh,Tp.Cẩm Phả - Quảng Ninh,ADDRESS
3349,13/08 1 2020 - 21: 51,13/08/2020 - 21:51,TIMESTAMP
3350,Cộng tiền hàng:,Cộng tiền hàng:,TOTAL_COST
3351,"30,000","30,000",TOTAL_COST
3352,MINIMART ANAN,MINIMART ANAN,SELLER
3353,Chợ Sủi Phú Thị Gia Lâm,Chợ Sủi Phú Thị Gia Lâm,ADDRESS
3354,Ngày: 12/08/2020-12:05,Ngày: 12/08/2020 - 12:05,TIMESTAMP
3355,Tổng cộng:,Tổng cộng:,TOTAL_COST
3356,"63,500","63,500",TOTAL_COST
3357,SIÊU THỊ MINH LOAN,SIỀU THỊ MINH LOAN,SELLER
3358,TT101 CC 12 Tàng Ngõ 25 Vũ Ngọc Phan,TT 101 CC 12 Tầng Ngõ 25 Vũ Ngọc Phan,ADDRESS
3359,Ngày: 03/2020 20:16:33,Ngày,TIMESTAMP
3360,"Tổng tiền (VND): (VND): 61,000","Tổng tiền (VND) : 61 ,000",TOTAL_COST
3361,Tổng cộng,Tổng cộng,TOTAL_COST
3362,"3,342,000","3,342,000",TOTAL_COST
3363,UNIQLỌ ĐỒNG KHỞI,UNIQLO ĐỒNG KHỞI,SELLER
3364,Parkson Saigon Tourist,Parkson Saigon Tourist,ADDRESS
3365,"35Bis - 45 đường, lê thánh, tôn",3581s - 45 đường Lê Thánh Tôn,ADDRESS
3366,"Phường Bến Nghé, Quận 1","Phường Bến Nghé, Quận 1",ADDRESS
3367,Thành phố Hồ Chí Minh,Thành phố Hồ Chí Minh,ADDRESS
3368,Ngày 1,Ngày,TIMESTAMP
3369,Giờ,Giờ,TIMESTAMP
3370,21/07/2020 19:17,21/07/2020 19:17,TIMESTAMP
3371,Vincommerce,VinCommerce,SELLER
3372,VM4 QNH 1060-1062 Trần Phú,VM+QNH 1060-1062 Trần Phú,ADDRESS
3373,Số 1080-1062 Đường Trần Phú,Số 1080-1062 Đường Trần Phú,ADDRESS
3374,"TP. Cảm Phà, Quảng Ninh","TP. Cẩm Phả, Quảng Ninh",ADDRESS
3375,Ngày bán: 15/08/2020 09:09,Ngày bán: 15/08/2020 09:09,TIMESTAMP
3376,TỜNG TIỀN PHẢI T. TOÁN,TỔNG TIỀN PHẢI T.TOÁN,TOTAL_COST
